model_key,model_label,person_index,action_verb_count,bullet_count,char_count,explanation_connector_count,line_count,medical_disclaimer_present,numeric_evidence_count,required_heading_count,required_heading_coverage,word_count
student_qwen_from_both,Student: 0.5B from Both,1007,8,5,2937,3,23,1,15,5,1.0,432
student_qwen_from_both,Student: 0.5B from Both,1008,8,5,2613,2,23,1,16,5,1.0,382
student_qwen_from_both,Student: 0.5B from Both,1009,11,5,2775,4,23,1,17,5,1.0,399
student_qwen_from_both,Student: 0.5B from Both,1010,10,3,2744,1,21,1,16,5,1.0,396
student_qwen_from_both,Student: 0.5B from Both,1011,6,4,2715,2,22,1,14,5,1.0,387
student_qwen_from_both,Student: 0.5B from Both,1012,7,4,2784,3,22,1,17,5,1.0,412
student_qwen_from_both,Student: 0.5B from Both,1013,8,4,2642,3,22,1,18,5,1.0,392
student_qwen_from_both,Student: 0.5B from Both,1014,7,10,2801,4,28,1,14,5,1.0,402
student_qwen_from_both,Student: 0.5B from Both,1015,6,4,2675,3,22,1,16,5,1.0,391
student_qwen_from_both,Student: 0.5B from Both,1016,9,4,2682,3,22,1,20,5,1.0,401
student_qwen_from_both,Student: 0.5B from Both,1017,8,4,3281,2,22,1,17,5,1.0,485
student_qwen_from_both,Student: 0.5B from Both,1018,10,4,2654,2,23,1,13,5,1.0,384
student_qwen_from_both,Student: 0.5B from Both,1019,9,4,2607,2,22,1,13,5,1.0,377
student_qwen_from_both,Student: 0.5B from Both,1020,10,4,2928,2,22,1,16,5,1.0,426
student_qwen_from_both,Student: 0.5B from Both,1021,11,4,2910,1,22,1,13,5,1.0,438
student_qwen_from_both,Student: 0.5B from Both,1022,10,4,2592,2,22,1,8,5,1.0,385
student_qwen_from_both,Student: 0.5B from Both,1023,10,7,2845,3,25,1,15,5,1.0,417
student_qwen_from_both,Student: 0.5B from Both,1024,8,4,2663,3,22,1,17,5,1.0,385
student_qwen_from_both,Student: 0.5B from Both,1025,9,5,2807,2,23,1,18,5,1.0,410
student_qwen_from_both,Student: 0.5B from Both,1026,8,5,2507,2,23,1,19,5,1.0,374
student_qwen_from_both,Student: 0.5B from Both,1027,9,7,2754,3,25,1,18,5,1.0,406
student_qwen_from_both,Student: 0.5B from Both,1028,6,12,2989,1,30,1,8,5,1.0,423
student_qwen_from_both,Student: 0.5B from Both,1029,7,4,2697,3,22,1,13,5,1.0,390
student_qwen_from_both,Student: 0.5B from Both,1030,6,14,3171,2,32,1,11,5,1.0,437
student_qwen_from_both,Student: 0.5B from Both,1031,14,7,2950,4,25,1,18,5,1.0,434
student_qwen_from_both,Student: 0.5B from Both,1032,11,5,2827,1,23,1,8,5,1.0,417
student_qwen_from_both,Student: 0.5B from Both,1033,11,6,3146,4,24,1,9,5,1.0,450
student_qwen_from_both,Student: 0.5B from Both,1034,11,6,2945,1,24,1,19,5,1.0,442
student_qwen_from_both,Student: 0.5B from Both,1035,8,4,2794,2,22,1,18,5,1.0,410
student_qwen_from_both,Student: 0.5B from Both,1036,10,6,2871,3,24,1,15,5,1.0,413
student_qwen_from_both,Student: 0.5B from Both,1037,9,3,2656,1,21,1,10,5,1.0,386
student_qwen_from_both,Student: 0.5B from Both,1038,10,5,2919,2,23,1,13,5,1.0,416
student_qwen_from_both,Student: 0.5B from Both,1039,12,8,2610,2,27,1,15,5,1.0,396
student_qwen_from_both,Student: 0.5B from Both,1040,9,3,2217,1,21,1,17,5,1.0,330
student_qwen_from_both,Student: 0.5B from Both,1041,10,3,2920,2,21,1,18,5,1.0,433
student_qwen_from_both,Student: 0.5B from Both,1042,9,4,2897,4,22,1,8,5,1.0,422
student_qwen_from_both,Student: 0.5B from Both,1043,7,10,3453,3,30,1,19,5,1.0,486
student_qwen_from_both,Student: 0.5B from Both,1044,8,6,2789,2,24,1,14,5,1.0,402
student_qwen_from_both,Student: 0.5B from Both,1045,8,6,2632,2,24,1,10,5,1.0,375
student_qwen_from_both,Student: 0.5B from Both,1046,11,3,2823,2,21,1,13,5,1.0,416
student_qwen_from_both,Student: 0.5B from Both,1047,8,5,2585,1,23,1,8,5,1.0,372
student_qwen_from_both,Student: 0.5B from Both,1048,7,4,2414,1,22,1,16,5,1.0,352
student_qwen_from_both,Student: 0.5B from Both,1049,8,10,2962,3,28,1,14,5,1.0,419
student_qwen_from_both,Student: 0.5B from Both,1050,8,6,2801,3,24,1,12,5,1.0,411
student_qwen_from_both,Student: 0.5B from Both,1051,8,5,2664,2,23,1,16,5,1.0,388
student_qwen_from_both,Student: 0.5B from Both,1052,8,5,2604,2,23,1,22,5,1.0,385
student_qwen_from_both,Student: 0.5B from Both,1053,14,5,2821,1,23,1,11,5,1.0,413
student_qwen_from_both,Student: 0.5B from Both,1054,7,4,2405,2,22,1,13,5,1.0,347
student_qwen_from_both,Student: 0.5B from Both,1055,9,8,3020,3,26,1,23,5,1.0,442
student_qwen_from_both,Student: 0.5B from Both,1056,7,4,2999,3,22,1,11,5,1.0,435
student_qwen_from_both,Student: 0.5B from Both,1057,9,5,2693,3,23,1,16,5,1.0,389
student_qwen_from_both,Student: 0.5B from Both,1058,9,6,2864,3,24,1,20,5,1.0,417
student_qwen_from_both,Student: 0.5B from Both,1059,9,5,2491,1,23,1,6,5,1.0,354
student_qwen_from_both,Student: 0.5B from Both,1060,11,3,2742,2,21,1,10,5,1.0,400
student_qwen_from_both,Student: 0.5B from Both,1061,10,4,2742,2,22,1,10,5,1.0,400
student_qwen_from_both,Student: 0.5B from Both,1062,9,4,2788,2,22,1,18,5,1.0,404
student_qwen_from_both,Student: 0.5B from Both,1063,10,4,2520,3,22,1,13,5,1.0,362
student_qwen_from_both,Student: 0.5B from Both,1064,11,4,2647,2,23,1,12,5,1.0,387
student_qwen_from_both,Student: 0.5B from Both,1065,9,4,2766,1,22,1,15,5,1.0,396
student_qwen_from_both,Student: 0.5B from Both,1066,7,9,2674,3,27,1,16,5,1.0,380
student_qwen_from_both,Student: 0.5B from Both,1067,5,4,2789,3,22,1,18,5,1.0,411
student_qwen_from_both,Student: 0.5B from Both,1068,9,6,2631,2,24,1,21,5,1.0,389
student_qwen_from_both,Student: 0.5B from Both,1069,7,4,2390,2,22,1,12,5,1.0,348
student_qwen_from_both,Student: 0.5B from Both,1070,8,5,2936,2,23,1,14,5,1.0,431
student_qwen_from_both,Student: 0.5B from Both,1071,9,5,2742,1,23,1,16,5,1.0,396
student_qwen_from_both,Student: 0.5B from Both,1072,10,5,2654,2,23,1,12,5,1.0,391
student_qwen_from_both,Student: 0.5B from Both,1073,12,6,3262,1,25,1,16,5,1.0,469
student_qwen_from_both,Student: 0.5B from Both,1074,8,6,2557,2,24,1,12,5,1.0,369
student_qwen_from_both,Student: 0.5B from Both,1075,9,3,2441,3,21,1,14,5,1.0,361
student_qwen_from_both,Student: 0.5B from Both,1076,9,5,2647,2,23,1,12,5,1.0,384
student_qwen_from_both,Student: 0.5B from Both,1077,9,3,2675,2,21,1,17,5,1.0,393
student_qwen_from_both,Student: 0.5B from Both,1078,10,3,2731,2,21,1,16,5,1.0,398
student_qwen_from_both,Student: 0.5B from Both,1079,8,4,2729,3,22,1,10,5,1.0,403
student_qwen_from_both,Student: 0.5B from Both,1080,7,7,2917,2,25,1,14,5,1.0,424
student_qwen_from_both,Student: 0.5B from Both,1081,7,4,2705,3,22,1,16,5,1.0,395
student_qwen_from_both,Student: 0.5B from Both,1082,8,5,2861,3,23,1,18,5,1.0,417
student_qwen_from_both,Student: 0.5B from Both,1083,10,6,2812,1,24,1,17,5,1.0,409
student_qwen_from_both,Student: 0.5B from Both,1084,10,4,2670,1,22,1,19,5,1.0,392
student_qwen_from_both,Student: 0.5B from Both,1085,7,4,3012,1,22,1,9,5,1.0,442
student_qwen_from_both,Student: 0.5B from Both,1086,8,4,2752,1,22,1,11,5,1.0,410
student_qwen_from_both,Student: 0.5B from Both,1087,8,5,2511,2,23,1,13,5,1.0,357
student_qwen_from_both,Student: 0.5B from Both,1088,7,3,3186,3,21,1,15,5,1.0,461
student_qwen_from_both,Student: 0.5B from Both,1089,12,5,2906,2,23,1,11,5,1.0,423
student_qwen_from_both,Student: 0.5B from Both,1090,9,7,2861,3,25,1,16,5,1.0,415
student_qwen_from_both,Student: 0.5B from Both,1091,10,3,2731,2,21,1,13,5,1.0,402
student_qwen_from_both,Student: 0.5B from Both,1092,7,3,2653,1,21,1,15,5,1.0,387
student_qwen_from_both,Student: 0.5B from Both,1093,10,9,2886,1,27,1,16,5,1.0,413
student_qwen_from_both,Student: 0.5B from Both,1094,7,12,2518,3,31,1,14,5,1.0,367
student_qwen_from_both,Student: 0.5B from Both,1095,12,3,2715,2,21,1,11,5,1.0,400
student_qwen_from_both,Student: 0.5B from Both,1096,10,4,2838,3,22,1,19,5,1.0,421
student_qwen_from_both,Student: 0.5B from Both,1097,10,5,2774,4,23,1,12,5,1.0,401
student_qwen_from_both,Student: 0.5B from Both,1098,10,10,3183,2,29,1,24,5,1.0,470
student_qwen_from_both,Student: 0.5B from Both,1099,8,3,2607,3,21,1,18,5,1.0,385
student_qwen_from_both,Student: 0.5B from Both,1100,10,3,2714,2,21,1,15,5,1.0,397
student_qwen_from_both,Student: 0.5B from Both,1101,11,3,2727,1,21,1,10,5,1.0,401
student_qwen_from_both,Student: 0.5B from Both,1102,9,4,2832,3,22,1,9,5,1.0,413
student_qwen_from_both,Student: 0.5B from Both,1103,9,4,2732,4,22,1,17,5,1.0,400
student_qwen_from_both,Student: 0.5B from Both,1104,8,4,2761,1,22,1,17,5,1.0,401
student_qwen_from_both,Student: 0.5B from Both,1105,9,5,2668,3,23,1,11,5,1.0,379
student_qwen_from_both,Student: 0.5B from Both,1106,10,5,2909,3,23,1,8,5,1.0,425
student_qwen_from_both,Student: 0.5B from Both,1107,8,3,2488,2,21,1,14,5,1.0,364
student_qwen_from_both,Student: 0.5B from Both,1108,4,3,2782,1,21,1,11,5,1.0,404
student_qwen_from_both,Student: 0.5B from Both,1109,9,5,3028,2,23,1,8,5,1.0,442
student_qwen_from_both,Student: 0.5B from Both,1110,7,7,2890,2,25,1,15,5,1.0,417
student_qwen_from_both,Student: 0.5B from Both,1111,9,4,2790,2,22,1,13,5,1.0,395
student_qwen_from_both,Student: 0.5B from Both,1112,7,4,2551,1,22,1,11,5,1.0,380
student_qwen_from_both,Student: 0.5B from Both,1113,7,3,2431,1,21,1,15,5,1.0,356
student_qwen_from_both,Student: 0.5B from Both,1114,9,4,3144,3,22,1,20,5,1.0,466
student_qwen_from_both,Student: 0.5B from Both,1115,11,4,2610,2,23,1,10,5,1.0,376
student_qwen_from_both,Student: 0.5B from Both,1116,8,6,2601,2,24,1,9,5,1.0,384
student_qwen_from_both,Student: 0.5B from Both,1117,6,3,2905,1,21,1,12,5,1.0,424
student_qwen_from_both,Student: 0.5B from Both,1118,7,3,2679,2,21,1,8,5,1.0,382
student_qwen_from_both,Student: 0.5B from Both,1119,8,6,2803,3,24,1,9,5,1.0,409
student_qwen_from_both,Student: 0.5B from Both,1120,9,5,2656,2,23,1,14,5,1.0,385
student_qwen_from_both,Student: 0.5B from Both,1121,7,6,3095,1,24,1,11,5,1.0,447
student_qwen_from_both,Student: 0.5B from Both,1122,7,5,2776,2,23,1,11,5,1.0,398
student_qwen_from_both,Student: 0.5B from Both,1123,10,4,2982,2,22,1,17,5,1.0,437
student_qwen_from_both,Student: 0.5B from Both,1124,9,5,2603,3,23,1,15,5,1.0,380
student_qwen_from_both,Student: 0.5B from Both,1125,8,5,3030,1,24,1,11,5,1.0,436
student_qwen_from_both,Student: 0.5B from Both,1126,8,5,2745,1,23,1,11,5,1.0,398
student_qwen_from_both,Student: 0.5B from Both,1127,8,5,2817,3,23,1,8,5,1.0,400
student_qwen_from_both,Student: 0.5B from Both,1128,12,4,2785,3,24,1,9,5,1.0,396
student_qwen_from_both,Student: 0.5B from Both,1129,8,7,2744,2,25,1,10,5,1.0,397
student_qwen_from_both,Student: 0.5B from Both,1130,10,4,2925,3,22,1,10,5,1.0,434
student_qwen_from_both,Student: 0.5B from Both,1131,7,6,2655,2,24,1,10,5,1.0,384
student_qwen_from_both,Student: 0.5B from Both,1132,7,5,2634,2,23,1,16,5,1.0,382
student_qwen_from_both,Student: 0.5B from Both,1133,8,5,2739,1,23,1,17,5,1.0,390
student_qwen_from_both,Student: 0.5B from Both,1134,8,6,2910,3,24,1,20,5,1.0,419
student_qwen_from_both,Student: 0.5B from Both,1135,9,4,2577,2,22,1,14,5,1.0,371
student_qwen_from_both,Student: 0.5B from Both,1136,6,4,2853,1,22,1,16,5,1.0,418
student_qwen_from_both,Student: 0.5B from Both,1137,9,5,2536,2,23,1,9,5,1.0,370
student_qwen_from_both,Student: 0.5B from Both,1138,12,3,2806,3,21,1,14,5,1.0,411
student_qwen_from_both,Student: 0.5B from Both,1139,10,8,2944,1,26,1,24,5,1.0,443
student_qwen_from_both,Student: 0.5B from Both,1140,8,4,2573,3,22,1,13,5,1.0,376
student_qwen_from_both,Student: 0.5B from Both,1141,11,5,3071,1,23,1,18,5,1.0,442
student_qwen_from_both,Student: 0.5B from Both,1142,10,3,2649,3,21,1,14,5,1.0,391
student_qwen_from_both,Student: 0.5B from Both,1143,12,4,2805,3,22,1,16,5,1.0,414
student_qwen_from_both,Student: 0.5B from Both,1144,7,6,2448,2,24,1,9,5,1.0,350
student_qwen_from_both,Student: 0.5B from Both,1145,14,4,2760,2,22,1,17,5,1.0,405
student_qwen_from_both,Student: 0.5B from Both,1146,10,5,2852,1,24,1,9,5,1.0,408
student_qwen_from_both,Student: 0.5B from Both,1147,7,3,2891,2,21,1,17,5,1.0,425
student_qwen_from_both,Student: 0.5B from Both,1148,8,4,2751,3,22,1,16,5,1.0,394
student_qwen_from_both,Student: 0.5B from Both,1149,9,5,2876,3,23,1,8,5,1.0,422
student_qwen_from_both,Student: 0.5B from Both,1150,10,4,2594,3,22,1,11,5,1.0,387
student_qwen_from_both,Student: 0.5B from Both,1151,9,5,2881,1,23,1,22,5,1.0,426
student_qwen_from_both,Student: 0.5B from Both,1152,10,3,2576,3,21,1,13,5,1.0,375
student_qwen_from_both,Student: 0.5B from Both,1153,7,10,2829,1,28,1,24,5,1.0,404
student_qwen_from_both,Student: 0.5B from Both,1154,11,5,2916,2,23,1,19,5,1.0,433
student_qwen_from_both,Student: 0.5B from Both,1155,11,4,2643,1,22,1,18,5,1.0,396
student_qwen_from_both,Student: 0.5B from Both,1156,7,5,2689,1,23,1,17,5,1.0,390
student_qwen_from_both,Student: 0.5B from Both,1157,7,5,2804,2,23,1,10,5,1.0,412
student_qwen_from_both,Student: 0.5B from Both,1158,11,6,2850,3,24,1,12,5,1.0,426
student_qwen_from_both,Student: 0.5B from Both,1159,8,3,2701,1,21,1,16,5,1.0,397
student_qwen_from_both,Student: 0.5B from Both,1160,8,5,2607,3,23,1,16,5,1.0,383
student_qwen_from_both,Student: 0.5B from Both,1161,7,4,2968,4,22,1,10,5,1.0,428
student_qwen_from_both,Student: 0.5B from Both,1162,9,6,2965,3,24,1,20,5,1.0,431
student_qwen_from_both,Student: 0.5B from Both,1163,9,5,3154,3,23,1,22,5,1.0,470
student_qwen_from_both,Student: 0.5B from Both,1164,5,4,2867,1,23,1,14,5,1.0,422
student_qwen_from_both,Student: 0.5B from Both,1165,7,5,2686,2,23,1,9,5,1.0,394
student_qwen_from_both,Student: 0.5B from Both,1166,9,5,2490,1,23,1,17,5,1.0,360
student_qwen_from_both,Student: 0.5B from Both,1167,6,4,3031,3,22,1,19,5,1.0,448
student_qwen_from_both,Student: 0.5B from Both,1168,8,6,2967,2,24,1,10,5,1.0,424
student_qwen_from_both,Student: 0.5B from Both,1169,10,5,2791,4,23,1,12,5,1.0,403
student_qwen_from_both,Student: 0.5B from Both,1170,11,4,2435,2,22,1,10,5,1.0,357
student_qwen_from_both,Student: 0.5B from Both,1171,8,12,2656,2,31,1,23,5,1.0,394
student_qwen_from_both,Student: 0.5B from Both,1172,8,6,3197,3,24,1,13,5,1.0,460
student_qwen_from_both,Student: 0.5B from Both,1173,9,4,2490,2,22,1,17,5,1.0,366
student_qwen_from_both,Student: 0.5B from Both,1174,11,5,2768,4,23,1,12,5,1.0,396
student_qwen_from_both,Student: 0.5B from Both,1175,8,3,2801,4,21,1,9,5,1.0,407
student_qwen_from_both,Student: 0.5B from Both,1176,7,4,2926,2,24,1,11,5,1.0,425
student_qwen_from_both,Student: 0.5B from Both,1177,8,5,3112,2,23,1,18,5,1.0,452
student_qwen_from_both,Student: 0.5B from Both,1178,8,5,2676,1,24,1,14,5,1.0,390
student_qwen_from_both,Student: 0.5B from Both,1179,10,6,2764,2,24,1,14,5,1.0,403
student_qwen_from_both,Student: 0.5B from Both,1180,10,4,2712,1,22,1,18,5,1.0,406
student_qwen_from_both,Student: 0.5B from Both,1181,12,6,2855,4,24,1,15,5,1.0,415
student_qwen_from_both,Student: 0.5B from Both,1182,10,5,2880,3,23,1,11,5,1.0,420
student_qwen_from_both,Student: 0.5B from Both,1183,10,4,2664,2,22,1,17,5,1.0,387
student_qwen_from_both,Student: 0.5B from Both,1184,11,5,2865,2,23,1,12,5,1.0,425
student_qwen_from_both,Student: 0.5B from Both,1185,14,4,2703,2,22,1,19,5,1.0,400
student_qwen_from_both,Student: 0.5B from Both,1186,9,5,2733,1,23,1,19,5,1.0,401
student_qwen_from_both,Student: 0.5B from Both,1187,10,4,2911,2,22,1,16,5,1.0,422
student_qwen_from_both,Student: 0.5B from Both,1188,9,2,2794,4,20,1,8,5,1.0,397
student_qwen_from_both,Student: 0.5B from Both,1190,9,4,2463,2,22,1,9,5,1.0,362
student_qwen_from_both,Student: 0.5B from Both,1191,11,4,2560,2,22,1,9,5,1.0,380
student_qwen_from_both,Student: 0.5B from Both,1192,10,12,2819,3,30,1,15,5,1.0,404
student_qwen_from_both,Student: 0.5B from Both,1193,12,5,3022,3,23,1,17,5,1.0,438
student_qwen_from_both,Student: 0.5B from Both,1194,7,3,2567,2,21,1,19,5,1.0,377
student_qwen_from_both,Student: 0.5B from Both,1195,9,6,3163,4,24,1,17,5,1.0,459
student_qwen_from_both,Student: 0.5B from Both,1196,9,8,2667,2,26,1,20,5,1.0,391
student_qwen_from_both,Student: 0.5B from Both,1197,8,6,2809,2,24,1,11,5,1.0,403
student_qwen_from_both,Student: 0.5B from Both,1198,8,3,2750,3,21,1,13,5,1.0,397
student_qwen_from_both,Student: 0.5B from Both,1199,11,5,3011,2,23,1,14,5,1.0,442
student_qwen_from_both,Student: 0.5B from Both,1200,9,3,2809,1,22,1,13,5,1.0,415
student_qwen_from_both,Student: 0.5B from Both,1201,14,5,2659,3,24,1,11,5,1.0,392
student_qwen_from_both,Student: 0.5B from Both,1202,11,5,2751,4,23,1,11,5,1.0,388
student_qwen_from_both,Student: 0.5B from Both,1203,12,7,3098,3,25,1,13,5,1.0,447
student_qwen_from_both,Student: 0.5B from Both,1204,8,4,2573,2,22,1,9,5,1.0,384
student_qwen_from_both,Student: 0.5B from Both,1205,11,3,2673,3,21,1,14,5,1.0,396
student_qwen_from_both,Student: 0.5B from Both,1206,6,4,2596,3,22,1,17,5,1.0,378
student_qwen_from_both,Student: 0.5B from Both,1207,11,6,2736,3,24,1,8,5,1.0,398
student_qwen_from_both,Student: 0.5B from Both,1208,9,4,2718,2,22,1,17,5,1.0,393
student_qwen_from_both,Student: 0.5B from Both,1209,9,5,2954,2,23,1,17,5,1.0,426
student_qwen_from_both,Student: 0.5B from Both,1210,9,5,2526,3,23,1,15,5,1.0,379
student_qwen_from_both,Student: 0.5B from Both,1211,7,8,3030,3,26,1,17,5,1.0,435
student_qwen_from_both,Student: 0.5B from Both,1212,8,9,2677,2,27,1,16,5,1.0,386
student_qwen_from_both,Student: 0.5B from Both,1213,10,3,2562,2,21,1,15,5,1.0,377
student_qwen_from_both,Student: 0.5B from Both,1214,9,12,3047,3,30,1,17,5,1.0,440
student_qwen_from_both,Student: 0.5B from Both,1215,10,3,2724,1,21,1,9,5,1.0,411
student_qwen_from_both,Student: 0.5B from Both,1216,11,5,2883,2,23,1,19,5,1.0,430
student_qwen_from_both,Student: 0.5B from Both,1217,13,3,2761,2,21,1,16,5,1.0,400
student_qwen_from_both,Student: 0.5B from Both,1218,8,5,2870,2,23,1,21,5,1.0,422
student_qwen_from_both,Student: 0.5B from Both,1219,9,4,2729,4,22,1,20,5,1.0,407
student_qwen_from_both,Student: 0.5B from Both,1220,11,9,3003,3,27,1,15,5,1.0,435
student_qwen_from_both,Student: 0.5B from Both,1221,9,7,2724,6,25,1,17,5,1.0,397
student_qwen_from_both,Student: 0.5B from Both,1222,9,3,2594,1,21,1,11,5,1.0,379
student_qwen_from_both,Student: 0.5B from Both,1223,12,3,2728,2,21,1,8,5,1.0,403
student_qwen_from_both,Student: 0.5B from Both,1224,8,4,2450,2,22,1,18,5,1.0,361
student_qwen_from_both,Student: 0.5B from Both,1225,7,4,2618,2,22,1,17,5,1.0,378
student_qwen_from_both,Student: 0.5B from Both,1226,6,4,2851,1,22,1,14,5,1.0,422
student_qwen_from_both,Student: 0.5B from Both,1227,9,4,3079,1,22,1,13,5,1.0,459
student_qwen_from_both,Student: 0.5B from Both,1229,8,3,2637,1,22,1,10,5,1.0,378
student_qwen_from_both,Student: 0.5B from Both,1230,11,5,2683,2,23,1,12,5,1.0,391
student_qwen_from_both,Student: 0.5B from Both,1232,11,5,2971,3,23,1,14,5,1.0,427
student_qwen_from_both,Student: 0.5B from Both,1233,10,3,3015,2,21,1,10,5,1.0,436
student_qwen_from_both,Student: 0.5B from Both,1234,9,4,2404,2,22,1,10,5,1.0,359
student_qwen_from_both,Student: 0.5B from Both,1235,7,6,2714,3,24,1,11,5,1.0,389
student_qwen_from_both,Student: 0.5B from Both,1236,11,5,3059,4,23,1,13,5,1.0,444
student_qwen_from_both,Student: 0.5B from Both,1237,8,3,2472,1,21,1,8,5,1.0,364
student_qwen_from_both,Student: 0.5B from Both,1238,8,3,2596,1,21,1,13,5,1.0,384
student_qwen_from_both,Student: 0.5B from Both,1239,7,6,2621,1,24,1,17,5,1.0,386
student_qwen_from_both,Student: 0.5B from Both,1240,10,3,2458,1,21,1,10,5,1.0,367
student_qwen_from_both,Student: 0.5B from Both,1241,7,3,3286,3,21,1,13,5,1.0,479
student_qwen_from_both,Student: 0.5B from Both,1242,11,6,2950,3,25,1,11,5,1.0,429
student_qwen_from_both,Student: 0.5B from Both,1243,10,4,2683,2,22,1,13,5,1.0,391
student_qwen_from_both,Student: 0.5B from Both,1244,11,4,2526,2,22,1,10,5,1.0,367
student_qwen_from_both,Student: 0.5B from Both,1245,11,6,3019,2,25,1,18,5,1.0,437
student_qwen_from_both,Student: 0.5B from Both,1246,10,4,2913,4,22,1,8,5,1.0,419
student_qwen_from_both,Student: 0.5B from Both,1247,8,4,2800,3,22,1,17,5,1.0,404
student_qwen_from_both,Student: 0.5B from Both,1248,10,8,2985,2,26,1,10,5,1.0,419
student_qwen_from_both,Student: 0.5B from Both,1249,6,12,2612,3,31,1,14,5,1.0,382
student_qwen_from_both,Student: 0.5B from Both,1250,10,4,2777,1,22,1,13,5,1.0,403
student_qwen_from_both,Student: 0.5B from Both,1251,15,15,2464,1,28,1,17,5,1.0,348
student_qwen_from_both,Student: 0.5B from Both,1252,8,5,3009,2,23,1,15,5,1.0,435
student_qwen_from_both,Student: 0.5B from Both,1253,10,4,2696,2,22,1,10,5,1.0,397
student_qwen_from_both,Student: 0.5B from Both,1254,8,5,2657,1,23,1,22,5,1.0,389
student_qwen_from_both,Student: 0.5B from Both,1255,10,10,2737,1,29,1,21,5,1.0,414
student_qwen_from_both,Student: 0.5B from Both,1256,9,5,2666,3,23,1,8,5,1.0,386
student_qwen_from_both,Student: 0.5B from Both,1257,7,4,2472,2,22,1,19,5,1.0,370
student_qwen_from_both,Student: 0.5B from Both,1258,8,5,3028,2,23,1,13,5,1.0,444
student_qwen_from_both,Student: 0.5B from Both,1259,10,5,3060,3,23,1,13,5,1.0,451
student_qwen_from_both,Student: 0.5B from Both,1260,11,3,2642,3,21,1,11,5,1.0,388
student_qwen_from_both,Student: 0.5B from Both,1261,9,4,2460,1,22,1,17,5,1.0,366
student_qwen_from_both,Student: 0.5B from Both,1262,9,3,2842,2,21,1,16,5,1.0,423
student_qwen_from_both,Student: 0.5B from Both,1263,8,3,2733,1,21,1,17,5,1.0,397
student_qwen_from_both,Student: 0.5B from Both,1264,7,8,2652,3,26,1,22,5,1.0,387
student_qwen_from_both,Student: 0.5B from Both,1265,6,9,2777,2,27,1,11,5,1.0,391
student_qwen_from_both,Student: 0.5B from Both,1266,7,4,2602,4,22,1,16,5,1.0,382
student_qwen_from_both,Student: 0.5B from Both,1267,7,6,3166,2,25,1,16,5,1.0,464
student_qwen_from_both,Student: 0.5B from Both,1268,7,3,2582,4,21,1,10,5,1.0,381
student_qwen_from_both,Student: 0.5B from Both,1269,9,3,2745,1,21,1,18,5,1.0,405
student_qwen_from_both,Student: 0.5B from Both,1270,8,8,2668,3,26,1,14,5,1.0,387
student_qwen_from_both,Student: 0.5B from Both,1271,7,6,3021,1,24,1,10,5,1.0,435
student_qwen_from_both,Student: 0.5B from Both,1272,7,10,2695,3,29,1,24,5,1.0,401
student_qwen_from_both,Student: 0.5B from Both,1273,7,10,2858,4,28,1,17,5,1.0,419
student_qwen_from_both,Student: 0.5B from Both,1274,9,5,2584,2,23,1,17,5,1.0,388
student_qwen_from_both,Student: 0.5B from Both,1275,12,10,2984,3,28,1,14,5,1.0,435
student_qwen_from_both,Student: 0.5B from Both,1276,10,5,2880,1,23,1,14,5,1.0,425
student_qwen_from_both,Student: 0.5B from Both,1277,8,4,2754,3,22,1,20,5,1.0,403
student_qwen_from_both,Student: 0.5B from Both,1278,9,8,3077,2,26,1,15,5,1.0,456
student_qwen_from_both,Student: 0.5B from Both,1279,10,8,2936,2,26,1,18,5,1.0,425
student_qwen_from_both,Student: 0.5B from Both,1280,7,6,2418,2,24,1,7,5,1.0,357
student_qwen_from_both,Student: 0.5B from Both,1281,6,3,2909,3,21,1,17,5,1.0,425
student_qwen_from_both,Student: 0.5B from Both,1282,8,4,2593,3,22,1,18,5,1.0,384
student_qwen_from_both,Student: 0.5B from Both,1283,10,5,2911,2,23,1,19,5,1.0,417
student_qwen_from_both,Student: 0.5B from Both,1284,9,5,2861,3,23,1,10,5,1.0,423
student_qwen_from_both,Student: 0.5B from Both,1285,6,4,3390,3,23,1,13,5,1.0,495
student_qwen_from_both,Student: 0.5B from Both,1286,15,3,3108,3,21,1,16,5,1.0,457
student_qwen_from_both,Student: 0.5B from Both,1287,8,10,2972,2,28,1,12,5,1.0,412
student_qwen_from_both,Student: 0.5B from Both,1288,9,4,2597,1,22,1,18,5,1.0,382
student_qwen_from_both,Student: 0.5B from Both,1289,9,4,2817,2,22,1,11,5,1.0,404
student_qwen_from_both,Student: 0.5B from Both,1290,8,3,2400,2,21,1,12,5,1.0,354
student_qwen_from_both,Student: 0.5B from Both,1291,11,4,2781,3,22,1,10,5,1.0,408
student_qwen_from_both,Student: 0.5B from Both,1292,8,4,2796,2,22,1,11,5,1.0,407
student_qwen_from_both,Student: 0.5B from Both,1293,8,4,2673,2,22,1,12,5,1.0,401
student_qwen_from_both,Student: 0.5B from Both,1294,9,9,3210,3,27,1,17,5,1.0,463
student_qwen_from_both,Student: 0.5B from Both,1295,8,6,3005,2,24,1,13,5,1.0,438
student_qwen_from_both,Student: 0.5B from Both,1296,9,4,2714,2,22,1,8,5,1.0,395
student_qwen_from_both,Student: 0.5B from Both,1297,12,4,2721,1,22,1,12,5,1.0,402
student_qwen_from_both,Student: 0.5B from Both,1298,7,9,2695,2,27,1,18,5,1.0,387
